student_id,age,gender,academic_level,country,avg_use,platform_use,affects,sleep_time,mental_score,marital_status,conflicts,addicted_score
353,19,female,undergraduate,ireland,4.6,instagram,yes,7.3,7,single,3,6
354,21,male,graduate,india,6.1,whatsapp,yes,6.2,5,in relationship,4,8
355,20,female,undergraduate,switzerland,3.6,instagram,no,8.2,8,single,2,4
356,22,male,graduate,turkey,5.2,tiktok,yes,7.0,6,single,3,7
357,19,female,undergraduate,usa,7.1,instagram,yes,5.2,5,in relationship,4,9
358,21,male,graduate,mexico,5.9,whatsapp,yes,6.3,6,single,3,7
359,20,female,undergraduate,france,4.2,instagram,no,7.8,7,in relationship,2,5
360,22,male,graduate,canada,5.0,tiktok,yes,7.2,6,single,3,7
361,19,female,undergraduate,spain,4.8,instagram,yes,7.1,6,single,3,7
362,21,male,graduate,denmark,3.6,facebook,no,8.2,8,in relationship,2,4
363,20,female,undergraduate,ireland,4.5,tiktok,yes,7.4,7,single,3,6
364,22,male,graduate,india,6.2,whatsapp,yes,6.1,5,in relationship,4,8
365,19,female,undergraduate,switzerland,3.5,instagram,no,8.3,8,single,2,4
366,21,male,graduate,turkey,5.1,instagram,yes,7.1,6,single,3,7
367,20,female,undergraduate,usa,7.2,tiktok,yes,5.1,5,in relationship,4,9
368,22,male,graduate,mexico,6.0,whatsapp,yes,6.2,6,single,3,7
369,19,female,undergraduate,france,4.1,instagram,no,7.9,7,in relationship,2,5
370,21,male,graduate,canada,4.9,instagram,yes,7.3,6,single,3,7
371,20,female,undergraduate,spain,4.7,tiktok,yes,7.2,6,single,3,7
372,22,male,graduate,denmark,3.5,facebook,no,8.3,8,in relationship,2,4
373,19,female,undergraduate,ireland,4.4,instagram,yes,7.5,7,single,3,6
374,21,male,graduate,india,6.3,whatsapp,yes,6.0,5,in relationship,4,8
375,20,female,undergraduate,switzerland,3.4,instagram,no,8.4,8,single,2,4
376,22,male,graduate,turkey,5.0,tiktok,yes,7.2,6,single,3,7
377,19,female,undergraduate,usa,7.3,instagram,yes,5.0,5,in relationship,4,9
378,21,male,graduate,mexico,6.1,whatsapp,yes,6.1,6,single,3,7
379,20,female,undergraduate,france,4.0,instagram,no,8.0,7,in relationship,2,5
380,22,male,graduate,canada,4.8,tiktok,yes,7.4,6,single,3,7
381,19,female,undergraduate,spain,4.6,instagram,yes,7.3,6,single,3,7
382,21,male,graduate,denmark,3.4,facebook,no,8.4,8,in relationship,2,4
383,20,female,undergraduate,ireland,4.3,tiktok,yes,7.6,7,single,3,6
384,22,male,graduate,india,6.4,whatsapp,yes,5.9,5,in relationship,4,8
385,19,female,undergraduate,switzerland,3.3,instagram,no,8.5,8,single,2,4
386,21,male,graduate,turkey,4.9,instagram,yes,7.3,6,single,3,7
387,20,female,undergraduate,usa,7.4,tiktok,yes,4.9,5,in relationship,4,9
388,22,male,graduate,mexico,6.2,whatsapp,yes,6.0,6,single,3,7
389,19,female,undergraduate,france,3.9,instagram,no,8.1,7,in relationship,2,5
390,21,male,graduate,canada,4.7,instagram,yes,7.5,6,single,3,7
391,20,female,undergraduate,spain,4.5,tiktok,yes,7.4,6,single,3,7
392,22,male,graduate,denmark,3.3,facebook,no,8.5,8,in relationship,2,4
393,19,female,undergraduate,ireland,4.2,instagram,yes,7.7,7,single,3,6
394,21,male,graduate,india,6.5,whatsapp,yes,5.8,5,in relationship,4,8
395,20,female,undergraduate,switzerland,3.2,instagram,no,8.6,8,single,2,4
396,22,male,graduate,turkey,4.8,tiktok,yes,7.4,6,single,3,7
397,19,female,undergraduate,usa,7.5,instagram,yes,4.8,5,in relationship,4,9
398,21,male,graduate,mexico,6.3,whatsapp,yes,5.9,6,single,3,7
399,20,female,undergraduate,france,3.8,instagram,no,8.2,7,in relationship,2,5
400,22,male,graduate,canada,4.6,tiktok,yes,7.6,6,single,3,7
401,19,female,undergraduate,spain,4.4,instagram,yes,7.5,6,single,3,7
402,21,male,graduate,denmark,3.2,facebook,no,8.6,8,in relationship,2,4
403,20,female,undergraduate,ireland,4.1,tiktok,yes,7.8,7,single,3,6
404,22,male,graduate,india,6.6,whatsapp,yes,5.7,5,in relationship,4,8
405,19,female,undergraduate,switzerland,3.1,instagram,no,8.7,8,single,2,4
406,21,male,graduate,turkey,4.7,instagram,yes,7.5,6,single,3,7
407,20,female,undergraduate,usa,7.6,tiktok,yes,4.7,5,in relationship,4,9
408,22,male,graduate,mexico,6.4,whatsapp,yes,5.8,6,single,3,7
409,19,female,undergraduate,france,3.7,instagram,no,8.3,7,in relationship,2,5
410,21,male,graduate,canada,4.5,instagram,yes,7.7,6,single,3,7
411,20,female,undergraduate,spain,4.3,tiktok,yes,7.6,6,single,3,7
412,22,male,graduate,denmark,3.1,facebook,no,8.7,8,in relationship,2,4
413,19,female,undergraduate,ireland,4.0,instagram,yes,7.9,7,single,3,6
414,21,male,graduate,india,6.7,whatsapp,yes,5.6,5,in relationship,4,8
415,20,female,undergraduate,switzerland,3.0,instagram,no,8.8,8,single,2,4
416,22,male,graduate,turkey,4.6,tiktok,yes,7.6,6,single,3,7
417,19,female,undergraduate,usa,7.7,instagram,yes,4.6,5,in relationship,4,9
418,21,male,graduate,mexico,6.5,whatsapp,yes,5.7,6,single,3,7
419,20,female,undergraduate,france,3.6,instagram,no,8.4,7,in relationship,2,5
420,22,male,graduate,canada,4.4,tiktok,yes,7.8,6,single,3,7
421,19,female,undergraduate,spain,4.2,instagram,yes,7.7,6,single,3,7
422,21,male,graduate,denmark,3.0,facebook,no,8.8,8,in relationship,2,4
423,20,female,undergraduate,ireland,3.9,tiktok,yes,8.0,7,single,3,6
424,22,male,graduate,india,6.8,whatsapp,yes,5.5,5,in relationship,4,8
425,19,female,undergraduate,switzerland,2.9,instagram,no,8.9,8,single,2,4
426,21,male,graduate,turkey,4.5,instagram,yes,7.7,6,single,3,7
427,20,female,undergraduate,usa,7.8,tiktok,yes,4.5,5,in relationship,4,9
428,22,male,graduate,mexico,6.6,whatsapp,yes,5.6,6,single,3,7
429,19,female,undergraduate,france,3.5,instagram,no,8.5,7,in relationship,2,5
430,21,male,graduate,canada,4.3,instagram,yes,7.9,6,single,3,7
431,20,female,undergraduate,spain,4.1,tiktok,yes,7.8,6,single,3,7
432,22,male,graduate,denmark,2.9,facebook,no,8.9,8,in relationship,2,4
433,19,female,undergraduate,ireland,3.8,instagram,yes,8.1,7,single,3,6
434,21,male,graduate,india,6.9,whatsapp,yes,5.4,5,in relationship,4,8
435,20,female,undergraduate,switzerland,2.8,instagram,no,9.0,8,single,2,4
436,22,male,graduate,turkey,4.4,tiktok,yes,7.8,6,single,3,7
437,19,female,undergraduate,usa,7.9,instagram,yes,4.4,5,in relationship,4,9
438,21,male,graduate,mexico,6.7,whatsapp,yes,5.5,6,single,3,7
439,20,female,undergraduate,france,3.4,instagram,no,8.6,7,in relationship,2,5
440,22,male,graduate,canada,4.2,tiktok,yes,8.0,6,single,3,7
441,19,female,undergraduate,spain,4.0,instagram,yes,7.9,6,single,3,7
442,21,male,graduate,denmark,2.8,facebook,no,9.0,8,in relationship,2,4
443,20,female,undergraduate,ireland,3.7,tiktok,yes,8.2,7,single,3,6
444,22,male,graduate,india,7.0,whatsapp,yes,5.3,5,in relationship,4,8
445,19,female,undergraduate,switzerland,2.7,instagram,no,9.1,8,single,2,4
446,21,male,graduate,turkey,4.3,instagram,yes,7.9,6,single,3,7
447,20,female,undergraduate,usa,8.0,tiktok,yes,4.3,5,in relationship,4,9
448,22,male,graduate,mexico,6.8,whatsapp,yes,5.4,6,single,3,7
449,19,female,undergraduate,france,3.3,instagram,no,8.7,7,in relationship,2,5
450,21,male,graduate,canada,4.1,instagram,yes,8.1,6,single,3,7
451,20,female,undergraduate,spain,3.9,tiktok,yes,8.0,6,single,3,7
452,22,male,graduate,denmark,2.7,facebook,no,9.1,8,in relationship,2,4
453,19,female,undergraduate,ireland,3.6,instagram,yes,8.3,7,single,3,6
454,21,male,graduate,india,7.1,whatsapp,yes,5.2,5,in relationship,4,8
455,20,female,undergraduate,switzerland,2.6,instagram,no,9.2,8,single,2,4
456,22,male,graduate,turkey,4.2,tiktok,yes,8.0,6,single,3,7
457,19,female,undergraduate,usa,8.1,instagram,yes,4.2,5,in relationship,4,9
458,21,male,graduate,mexico,6.9,whatsapp,yes,5.3,6,single,3,7
459,20,female,undergraduate,france,3.2,instagram,no,8.8,7,in relationship,2,5
460,22,male,graduate,canada,4.0,tiktok,yes,8.2,6,single,3,7
461,19,female,undergraduate,spain,3.8,instagram,yes,8.1,6,single,3,7
462,21,male,graduate,denmark,2.6,facebook,no,9.2,8,in relationship,2,4
463,20,female,undergraduate,ireland,3.5,tiktok,yes,8.4,7,single,3,6
464,22,male,graduate,india,7.2,whatsapp,yes,5.1,5,in relationship,4,8
465,19,female,undergraduate,switzerland,2.5,instagram,no,9.3,8,single,2,4
466,21,male,graduate,turkey,4.1,instagram,yes,8.1,6,single,3,7
467,20,female,undergraduate,usa,8.2,tiktok,yes,4.1,5,in relationship,4,9
468,22,male,graduate,mexico,7.0,whatsapp,yes,5.2,6,single,3,7
469,19,female,undergraduate,france,3.1,instagram,no,8.9,7,in relationship,2,5
470,21,male,graduate,canada,3.9,instagram,yes,8.3,6,single,3,7
471,20,female,undergraduate,spain,3.7,tiktok,yes,8.2,6,single,3,7
472,22,male,graduate,denmark,2.5,facebook,no,9.3,8,in relationship,2,4
473,19,female,undergraduate,ireland,3.4,instagram,yes,8.5,7,single,3,6
474,21,male,graduate,india,7.3,whatsapp,yes,5.0,5,in relationship,4,8
475,20,female,undergraduate,switzerland,2.4,instagram,no,9.4,8,single,2,4
476,22,male,graduate,turkey,4.0,tiktok,yes,8.2,6,single,3,7
477,19,female,undergraduate,usa,8.3,instagram,yes,4.0,5,in relationship,4,9
478,21,male,graduate,mexico,7.1,whatsapp,yes,5.1,6,single,3,7
479,20,female,undergraduate,france,3.0,instagram,no,9.0,7,in relationship,2,5
480,22,male,graduate,canada,3.8,tiktok,yes,8.4,6,single,3,7
481,19,female,undergraduate,spain,3.6,instagram,yes,8.3,6,single,3,7
482,21,male,graduate,denmark,2.4,facebook,no,9.4,8,in relationship,2,4
483,20,female,undergraduate,ireland,3.3,tiktok,yes,8.6,7,single,3,6
484,22,male,graduate,india,7.4,whatsapp,yes,4.9,5,in relationship,4,8
485,19,female,undergraduate,switzerland,2.3,instagram,no,9.5,8,single,2,4
486,21,male,graduate,turkey,3.9,instagram,yes,8.3,6,single,3,7
487,20,female,undergraduate,usa,8.4,tiktok,yes,3.9,5,in relationship,4,9
488,22,male,graduate,mexico,7.2,whatsapp,yes,5.0,6,single,3,7
489,19,female,undergraduate,france,2.9,instagram,no,9.1,7,in relationship,2,5
490,21,male,graduate,canada,3.7,instagram,yes,8.5,6,single,3,7
491,20,female,undergraduate,spain,3.5,tiktok,yes,8.4,6,single,3,7
492,22,male,graduate,denmark,2.3,facebook,no,9.5,8,in relationship,2,4
493,19,female,undergraduate,ireland,3.2,instagram,yes,8.7,7,single,3,6
494,21,male,graduate,india,7.5,whatsapp,yes,4.8,5,in relationship,4,8
495,20,female,undergraduate,switzerland,2.2,instagram,no,9.6,8,single,2,4
496,22,male,graduate,turkey,3.8,tiktok,yes,8.4,6,single,3,7
497,19,female,undergraduate,usa,8.5,instagram,yes,3.8,5,in relationship,4,9
498,21,male,graduate,mexico,7.3,whatsapp,yes,4.9,6,single,3,7
499,20,female,undergraduate,france,2.8,instagram,no,9.2,7,in relationship,2,5
500,22,male,graduate,canada,3.6,tiktok,yes,8.6,6,single,3,7
501,19,female,undergraduate,brazil,6.2,whatsapp,yes,6.3,6,single,3,7
502,21,male,graduate,china,4.5,wechat,no,7.8,7,in relationship,2,5
503,20,female,undergraduate,netherlands,3.8,instagram,no,8.2,8,single,2,4
504,22,male,graduate,new zealand,4.7,instagram,yes,7.5,7,in relationship,3,6
505,19,female,undergraduate,singapore,5.1,tiktok,yes,7.0,6,single,3,7
506,21,male,graduate,malaysia,5.5,whatsapp,yes,6.8,6,single,3,7
507,20,female,undergraduate,uae,6.5,instagram,yes,6.5,5,in relationship,4,8
508,22,male,graduate,poland,4.2,facebook,no,7.9,7,single,2,5
509,19,female,undergraduate,india,6.8,whatsapp,yes,6.0,5,in relationship,4,8
510,21,male,graduate,canada,4.8,instagram,yes,7.4,7,single,3,6
511,20,female,undergraduate,brazil,6.1,instagram,yes,6.4,6,single,3,7
512,22,male,graduate,china,4.4,wechat,no,7.9,7,in relationship,2,5
513,19,female,undergraduate,netherlands,3.7,tiktok,no,8.3,8,single,2,4
514,21,male,graduate,new zealand,4.6,instagram,yes,7.6,7,in relationship,3,6
515,20,female,undergraduate,singapore,5.2,tiktok,yes,6.9,6,single,3,7
516,22,male,graduate,malaysia,5.6,whatsapp,yes,6.7,6,single,3,7
517,19,female,undergraduate,uae,6.6,instagram,yes,6.4,5,in relationship,4,8
518,21,male,graduate,poland,4.1,facebook,no,8.0,7,single,2,5
519,20,female,undergraduate,india,6.9,whatsapp,yes,5.9,5,in relationship,4,8
520,22,male,graduate,canada,4.7,tiktok,yes,7.5,7,single,3,6
521,19,female,undergraduate,brazil,6.0,whatsapp,yes,6.5,6,single,3,7
522,21,male,graduate,china,4.3,wechat,no,8.0,7,in relationship,2,5
523,20,female,undergraduate,netherlands,3.6,instagram,no,8.4,8,single,2,4
524,22,male,graduate,new zealand,4.5,facebook,yes,7.7,7,in relationship,3,6
525,19,female,undergraduate,singapore,5.3,tiktok,yes,6.8,6,single,3,7
526,21,male,graduate,malaysia,5.7,whatsapp,yes,6.6,6,single,3,7
527,20,female,undergraduate,uae,6.7,instagram,yes,6.3,5,in relationship,4,8
528,22,male,graduate,poland,4.0,facebook,no,8.1,7,single,2,5
529,19,female,undergraduate,india,7.0,whatsapp,yes,5.8,5,in relationship,4,8
530,21,male,graduate,canada,4.6,instagram,yes,7.6,7,single,3,6
531,20,female,undergraduate,brazil,5.9,tiktok,yes,6.6,6,single,3,7
532,22,male,graduate,china,4.2,wechat,no,8.1,7,in relationship,2,5
533,19,female,undergraduate,netherlands,3.5,instagram,no,8.5,8,single,2,4
534,21,male,graduate,new zealand,4.4,facebook,yes,7.8,7,in relationship,3,6
535,20,female,undergraduate,singapore,5.4,tiktok,yes,6.7,6,single,3,7
536,22,male,graduate,malaysia,5.8,whatsapp,yes,6.5,6,single,3,7
537,19,female,undergraduate,uae,6.8,instagram,yes,6.2,5,in relationship,4,8
538,21,male,graduate,poland,3.9,facebook,no,8.2,7,single,2,5
539,20,female,undergraduate,india,7.1,whatsapp,yes,5.7,5,in relationship,4,8
540,22,male,graduate,canada,4.5,tiktok,yes,7.7,7,single,3,6
541,19,female,undergraduate,brazil,5.8,whatsapp,yes,6.7,6,single,3,7
542,21,male,graduate,china,4.1,wechat,no,8.2,7,in relationship,2,5
543,20,female,undergraduate,netherlands,3.4,instagram,no,8.6,8,single,2,4
544,22,male,graduate,new zealand,4.3,instagram,yes,7.9,7,in relationship,3,6
545,19,female,undergraduate,singapore,5.5,tiktok,yes,6.6,6,single,3,7
546,21,male,graduate,malaysia,5.9,whatsapp,yes,6.4,6,single,3,7
547,20,female,undergraduate,uae,6.9,instagram,yes,6.1,5,in relationship,4,8
548,22,male,graduate,poland,3.8,facebook,no,8.3,7,single,2,5
549,19,female,undergraduate,india,7.2,whatsapp,yes,5.6,5,in relationship,4,8
550,21,male,graduate,canada,4.4,instagram,yes,7.8,7,single,3,6
551,20,female,undergraduate,brazil,5.7,tiktok,yes,6.8,6,single,3,7
552,22,male,graduate,china,4.0,wechat,no,8.3,7,in relationship,2,5
553,19,female,undergraduate,netherlands,3.3,instagram,no,8.7,8,single,2,4
554,21,male,graduate,new zealand,4.2,facebook,yes,8.0,7,in relationship,3,6
555,20,female,undergraduate,singapore,5.6,tiktok,yes,6.5,6,single,3,7
556,22,male,graduate,malaysia,6.0,whatsapp,yes,6.3,6,single,3,7
557,19,female,undergraduate,uae,7.0,instagram,yes,6.0,5,in relationship,4,8
558,21,male,graduate,poland,3.7,facebook,no,8.4,7,single,2,5
559,20,female,undergraduate,india,7.3,whatsapp,yes,5.5,5,in relationship,4,8
560,22,male,graduate,canada,4.3,tiktok,yes,7.9,7,single,3,6
561,19,female,undergraduate,brazil,5.6,whatsapp,yes,6.9,6,single,3,7
562,21,male,graduate,china,3.9,wechat,no,8.4,7,in relationship,2,5
563,20,female,undergraduate,netherlands,3.2,instagram,no,8.8,8,single,2,4
564,22,male,graduate,new zealand,4.1,instagram,yes,8.1,7,in relationship,3,6
565,19,female,undergraduate,singapore,5.7,tiktok,yes,6.4,6,single,3,7
566,21,male,graduate,malaysia,6.1,whatsapp,yes,6.2,6,single,3,7
567,20,female,undergraduate,uae,7.1,instagram,yes,5.9,5,in relationship,4,8
568,22,male,graduate,poland,3.6,facebook,no,8.5,7,single,2,5
569,19,female,undergraduate,india,7.4,whatsapp,yes,5.4,5,in relationship,4,8
570,21,male,graduate,canada,4.2,instagram,yes,8.0,7,single,3,6
571,20,female,undergraduate,spain,6.1,instagram,yes,7.2,5,single,4,7
572,23,male,graduate,denmark,3.8,twitter,no,7.8,8,in relationship,2,4
573,19,female,undergraduate,ireland,5.5,tiktok,yes,6.8,6,single,4,8
574,22,male,graduate,india,7.2,facebook,yes,5.9,4,single,5,9
575,21,female,undergraduate,switzerland,4.2,instagram,no,7.5,7,in relationship,2,5
576,24,male,graduate,turkey,6.8,tiktok,yes,6.2,5,single,4,8
577,20,female,undergraduate,usa,5.9,instagram,yes,6.7,6,in relationship,3,7
578,22,male,graduate,mexico,6.5,facebook,yes,6.1,5,single,4,8
579,19,female,undergraduate,france,4.7,twitter,no,7.4,7,single,2,5
580,23,male,graduate,canada,5.2,instagram,yes,7.0,6,in relationship,3,6
581,21,female,undergraduate,uk,6.3,tiktok,yes,6.4,5,single,4,8
582,24,male,graduate,italy,4.9,facebook,no,7.3,7,in relationship,2,5
583,20,female,undergraduate,russia,6.7,instagram,yes,6.0,5,single,4,8
584,22,male,graduate,china,5.8,wechat,yes,6.5,6,in relationship,3,7
585,19,female,undergraduate,japan,4.5,twitter,no,7.6,8,single,2,4
586,23,male,graduate,poland,6.4,facebook,yes,6.3,5,single,4,8
587,21,female,undergraduate,finland,4.1,instagram,no,7.7,7,in relationship,2,5
588,24,male,graduate,spain,6.6,tiktok,yes,6.2,5,single,4,8
589,20,female,undergraduate,denmark,4.4,instagram,no,7.4,7,in relationship,2,5
590,22,male,graduate,ireland,5.7,twitter,yes,6.8,6,single,3,7
591,19,female,undergraduate,india,7.0,instagram,yes,5.8,4,single,5,9
592,23,male,graduate,switzerland,4.3,facebook,no,7.5,7,in relationship,2,5
593,21,female,undergraduate,turkey,6.9,tiktok,yes,6.1,5,single,4,8
594,24,male,graduate,usa,5.6,instagram,yes,6.9,6,in relationship,3,7
595,20,female,undergraduate,mexico,6.2,facebook,yes,6.3,5,single,4,8
596,21,male,undergraduate,france,5.8,instagram,yes,6.7,6,single,3,7
597,23,female,graduate,canada,4.9,tiktok,no,7.3,7,in relationship,2,5
598,20,male,undergraduate,uk,6.4,facebook,yes,6.2,5,single,4,8
599,22,female,graduate,italy,5.1,twitter,no,7.1,7,in relationship,2,5
600,19,male,undergraduate,russia,6.7,instagram,yes,6.0,4,single,4,8
601,24,female,graduate,china,5.5,wechat,yes,6.8,6,in relationship,3,7
602,21,male,undergraduate,japan,4.3,twitter,no,7.6,8,single,2,4
603,23,female,graduate,poland,6.2,instagram,yes,6.4,5,single,4,8
604,20,male,undergraduate,finland,4.5,facebook,no,7.4,7,in relationship,2,5
605,22,female,graduate,spain,6.3,tiktok,yes,6.3,5,single,4,8
606,19,male,undergraduate,denmark,4.7,instagram,no,7.2,7,in relationship,2,5
607,24,female,graduate,ireland,5.9,twitter,yes,6.6,6,single,3,7
608,21,male,undergraduate,india,7.1,facebook,yes,5.7,4,single,5,9
609,23,female,graduate,switzerland,4.4,instagram,no,7.4,7,in relationship,2,5
610,20,male,undergraduate,turkey,6.6,tiktok,yes,6.2,5,single,4,8
611,22,female,graduate,usa,5.4,instagram,yes,6.9,6,in relationship,3,7
612,19,male,undergraduate,mexico,6.5,facebook,yes,6.1,5,single,4,8
613,24,female,graduate,france,4.8,twitter,no,7.3,7,in relationship,2,5
614,21,male,undergraduate,canada,5.7,instagram,yes,6.7,6,single,3,7
615,23,female,graduate,uk,6.1,tiktok,yes,6.4,5,single,4,8
616,20,male,undergraduate,italy,4.6,facebook,no,7.2,7,in relationship,2,5
617,22,female,graduate,russia,6.8,instagram,yes,5.9,4,single,5,9
618,19,male,undergraduate,china,5.6,wechat,yes,6.8,6,in relationship,3,7
619,24,female,graduate,japan,4.2,twitter,no,7.5,8,single,2,4
620,21,male,undergraduate,poland,6.3,tiktok,yes,6.3,5,single,4,8
621,23,female,graduate,finland,4.4,instagram,no,7.4,7,in relationship,2,5
622,20,male,undergraduate,spain,6.5,facebook,yes,6.2,5,single,4,8
623,22,female,graduate,denmark,4.6,twitter,no,7.3,7,in relationship,2,5
624,19,male,undergraduate,ireland,5.8,instagram,yes,6.6,6,single,3,7
625,24,female,graduate,india,7.0,tiktok,yes,5.8,4,single,5,9
626,21,male,undergraduate,switzerland,4.5,facebook,no,7.3,7,in relationship,2,5
627,23,female,graduate,turkey,6.7,instagram,yes,6.1,5,single,4,8
628,20,male,undergraduate,usa,5.5,twitter,yes,6.8,6,in relationship,3,7
629,22,female,graduate,mexico,6.4,facebook,yes,6.2,5,single,4,8
630,19,male,undergraduate,france,4.7,instagram,no,7.2,7,in relationship,2,5
631,24,female,graduate,canada,5.6,tiktok,yes,6.7,6,single,3,7
632,21,male,undergraduate,uk,6.2,facebook,yes,6.3,5,single,4,8
633,23,female,graduate,italy,4.8,twitter,no,7.1,7,in relationship,2,5
634,20,male,undergraduate,russia,6.9,instagram,yes,5.9,4,single,5,9
635,22,female,graduate,china,5.7,wechat,yes,6.7,6,in relationship,3,7
636,19,male,undergraduate,japan,4.4,twitter,no,7.4,8,single,2,4
637,24,female,graduate,poland,6.1,tiktok,yes,6.4,5,single,4,8
638,21,male,undergraduate,finland,4.3,instagram,no,7.5,7,in relationship,2,5
639,23,female,graduate,spain,6.4,facebook,yes,6.2,5,single,4,8
640,20,male,undergraduate,denmark,4.5,twitter,no,7.3,7,in relationship,2,5
641,22,female,graduate,ireland,5.9,instagram,yes,6.5,6,single,3,7
642,19,male,undergraduate,india,7.2,tiktok,yes,5.7,4,single,5,9
643,24,female,graduate,switzerland,4.6,facebook,no,7.2,7,in relationship,2,5
644,21,male,undergraduate,turkey,6.8,instagram,yes,6.0,5,single,4,8
645,23,female,graduate,usa,5.3,twitter,yes,6.8,6,in relationship,3,7
646,22,male,graduate,mexico,6.3,facebook,yes,6.2,5,single,4,8
647,20,female,undergraduate,france,4.8,instagram,no,7.1,7,in relationship,2,5
648,23,male,graduate,canada,5.7,tiktok,yes,6.6,6,single,3,7
649,21,female,undergraduate,uk,6.2,twitter,yes,6.3,5,single,4,8
650,24,male,graduate,italy,4.7,facebook,no,7.2,7,in relationship,2,5
651,19,female,undergraduate,russia,6.8,instagram,yes,5.9,4,single,5,9
652,22,male,graduate,china,5.6,wechat,yes,6.7,6,in relationship,3,7
653,20,female,undergraduate,japan,4.3,twitter,no,7.5,8,single,2,4
654,23,male,graduate,poland,6.2,tiktok,yes,6.3,5,single,4,8
655,21,female,undergraduate,finland,4.4,instagram,no,7.4,7,in relationship,2,5
656,24,male,graduate,spain,6.5,facebook,yes,6.1,5,single,4,8
657,19,female,undergraduate,denmark,4.6,twitter,no,7.3,7,in relationship,2,5
658,22,male,graduate,ireland,5.8,instagram,yes,6.6,6,single,3,7
659,20,female,undergraduate,india,7.1,tiktok,yes,5.8,4,single,5,9
660,23,male,graduate,switzerland,4.5,facebook,no,7.3,7,in relationship,2,5
661,21,female,undergraduate,turkey,6.7,instagram,yes,6.0,5,single,4,8
662,24,male,graduate,usa,5.4,twitter,yes,6.8,6,in relationship,3,7
663,19,female,undergraduate,mexico,6.4,tiktok,yes,6.2,5,single,4,8
664,22,male,graduate,france,4.7,facebook,no,7.2,7,in relationship,2,5
665,20,female,undergraduate,canada,5.6,instagram,yes,6.7,6,single,3,7
666,23,male,graduate,uk,6.3,twitter,yes,6.2,5,single,4,8
667,21,female,undergraduate,italy,4.8,tiktok,no,7.1,7,in relationship,2,5
668,24,male,graduate,russia,6.9,instagram,yes,5.9,4,single,5,9
669,19,female,undergraduate,china,5.7,wechat,yes,6.7,6,in relationship,3,7
670,22,male,graduate,japan,4.4,twitter,no,7.4,8,single,2,4
671,20,female,undergraduate,poland,6.1,facebook,yes,6.4,5,single,4,8
672,23,male,graduate,finland,4.3,instagram,no,7.5,7,in relationship,2,5
673,21,female,undergraduate,spain,6.4,tiktok,yes,6.2,5,single,4,8
674,24,male,graduate,denmark,4.5,twitter,no,7.3,7,in relationship,2,5
675,19,female,undergraduate,ireland,5.9,instagram,yes,6.5,6,single,3,7
676,22,male,graduate,india,7.2,facebook,yes,5.7,4,single,5,9
677,20,female,undergraduate,switzerland,4.6,tiktok,no,7.2,7,in relationship,2,5
678,23,male,graduate,turkey,6.8,instagram,yes,6.0,5,single,4,8
679,21,female,undergraduate,usa,5.3,twitter,yes,6.8,6,in relationship,3,7
680,24,male,graduate,mexico,6.2,facebook,yes,6.3,5,single,4,8
681,19,female,undergraduate,france,4.7,instagram,no,7.2,7,in relationship,2,5
682,22,male,graduate,canada,5.8,tiktok,yes,6.6,6,single,3,7
683,20,female,undergraduate,uk,6.1,twitter,yes,6.4,5,single,4,8
684,23,male,graduate,italy,4.8,facebook,no,7.1,7,in relationship,2,5
685,21,female,undergraduate,russia,6.7,instagram,yes,6.0,4,single,5,9
686,24,male,graduate,china,5.5,wechat,yes,6.8,6,in relationship,3,7
687,19,female,undergraduate,japan,4.2,twitter,no,7.5,8,single,2,4
688,22,male,graduate,poland,6.3,tiktok,yes,6.2,5,single,4,8
689,20,female,undergraduate,finland,4.4,instagram,no,7.4,7,in relationship,2,5
690,23,male,graduate,spain,6.5,facebook,yes,6.1,5,single,4,8
691,21,female,undergraduate,denmark,4.6,twitter,no,7.3,7,in relationship,2,5
692,24,male,graduate,ireland,5.9,instagram,yes,6.5,6,single,3,7
693,19,female,undergraduate,india,7.0,tiktok,yes,5.8,4,single,5,9
694,22,male,graduate,switzerland,4.5,facebook,no,7.3,7,in relationship,2,5
695,20,female,undergraduate,turkey,6.6,instagram,yes,6.1,5,single,4,8
696,23,male,graduate,usa,5.5,twitter,yes,6.7,6,in relationship,3,7
697,21,female,undergraduate,mexico,6.3,tiktok,yes,6.2,5,single,4,8
698,24,male,graduate,france,4.8,facebook,no,7.1,7,in relationship,2,5
699,19,female,undergraduate,canada,5.7,instagram,yes,6.6,6,single,3,7
700,22,male,graduate,uk,6.2,twitter,yes,6.3,5,single,4,8
701,20,female,undergraduate,italy,4.7,tiktok,no,7.2,7,in relationship,2,5
702,23,male,graduate,russia,6.8,instagram,yes,5.9,4,single,5,9
703,21,female,undergraduate,china,5.6,wechat,yes,6.7,6,in relationship,3,7
704,24,male,graduate,japan,4.3,twitter,no,7.5,8,single,2,4
705,19,female,undergraduate,poland,6.2,facebook,yes,6.3,5,single,4,8
